CLASS-NAME,  STUDENTS ID, LAST NAME, FIRST NAME,   ANSWERS, LETTER GRADE,   NUMBER OF CORRECT ANSWERS,   NUMBER OF FALSE ANSWERS, NUMBER OF BLANKS, TOTAL POINTS 
cs-250 , 19254 , ABJTXS       , MMBZPZLT     , ACABAACCCBACAAACAAABCCBBACACAAACCBBACAAC AAAAABACBCBBACBBBCCAABCCBABCCACAABCBABBCBBBAABBCAACABCABCAC, C , 34, 65, 1 , 71.50
cs-250 , 12643 , EDQQEBRAL    , VGGBSHYUN    , CCCBBABAABBCBCBCCCABABAABAABAABABCABCABBBABCAACACABBACAACCCCCCCBBBCACCAAABAB AABBAABCAACCBAACAAACCAB, C , 30, 69, 1 , 65.50
cs-250 , 14688 , VUGVCU       , FTYAULL      , CABBBBBBBAABABAAACACCABAABCBACCCCBCCCABAAABABBCBCBCABAACCCCCCBCBBBAAABCACCCCBCBABAABBCCAABBAACABAACB, D , 27, 73, 0 , 60.50
cs-250 , 18187 , CTDANFV      , IGTWCTRBQ    , BCBBBCCACBBAACBCAAC BBABBBABCCACAACABAACCBCA BCAACBABACBACBABBABBAABBBCAAAACCBCCCBAA ACBCCBACBBBCCCA, D , 24, 73, 3 , 57.50
cs-250 , 11000 , BPDHONSU     , SHZRLDO      , ABAABABCBABCAAACAAAAAAACABACB CCACBBBABCBCBBCBCCBBABC CBACBACBACBCBACBCBABCABBCAABCCCABCCCABBCACCBCA, C , 31, 67, 2 , 67.50
cs-250 , 13632 , BCJRHJNYYLFR , MBYJBQRW     , BBABABBCAABCABACAAACB ABABBAABCBCCCBABAABBBCCBBBCCCBCACBBCCCBBACACACBBABAABACBABACCCBAAACAAABACACAAC, C , 35, 64, 1 , 73.00
cs-250 , 15884 , BAAZRLQUWR   , NKQSGDFQ     , BACAB CBBACCBCACCCACCBBBBBCAACCCABBCCABABBBABAABCACCCACBABACACCACA BABABBABBBCBABBACBBBABBBAACCAAACC, B , 38, 60, 2 , 78.00
cs-250 , 18834 , AVRCNU       , DGFUKU       ,  CB BBBCCABCBABCACBBBBBBABACABCCBACACCAAABBCABBCCBCAACABBAAAAABAABCAACAACCBACCBCCCACAACBABAABCCCBBBC, D , 28, 70, 2 , 63.00
cs-250 , 18338 , DITTD        , CEGOWEIN     , BCCAACAAAACBCCBCABCBAAAAA ABBBBBCCBBBCBBBBBABBAAABBABBBAACCBBBABACBCAACBACBCACBAAABACBABBACCBACAACAC, C , 32, 67, 1 , 68.50
cs-250 , 13642 , CSHOTS       , UUYHW        , CBCBBCABABCACBAACACBACABBCABCACA BBAACCBBAAACCCBCCCCCCBABCBBAACACAA CBCACAAAAAACACBCBCCBACBCBAAACBAC, B , 39, 59, 2 , 79.50
cs-250 , 16028 , LHZBRLM      , ZZIFQ        , ABBBBBBABAACCCAACCBABCBAABCBBACACCBBABACABCABABBCBACBBACBCBABBABBBBAACCBBBCBBCAABBCBACCCCCBBACBCCBCB, C , 36, 64, 0 , 74.00
cs-250 , 19607 , IKWFVJPSUQ   , NJCVARZQEF   , AACABCBACACCBABBABBACBBAABCABCBACACACACBBBCABBAACC ABCBCAAABAABBACCAABABCCABBCBBBCCCBABAABAAABCCBBBC, D , 26, 73, 1 , 59.50
cs-250 , 11239 , LQLVF        , FCFJUFM      , BBBCAAACBBAAAAAAABBBCBBABCABBCACACCCACBCABCCACACBABABACCCBABBBBACBAAAAABAABCCABAAACBACBCB BCBCBCBACB, B , 42, 57, 1 , 83.50
cs-250 , 17425 , FIZFZAFP     , KXVWXCXR     , ACACAACCBABCBAAAACCBBACAABCAACABABABABBBAAACBBCCCCAAAAABBBABBCCBACCABBCBCB CBACCBBBCAABBAAAACBABCABB, C , 34, 65, 1 , 71.50
cs-250 , 10020 , GECJJRJWS    , FBBMG        , BCBCAA BBAAAABBBCBCABACABCCCCCCACACCBABCBAABBBCAAABCBBBCBAABBCCABACABACABBBBCCACBCBCBBACACCCACBBAABC, C , 36, 63, 1 , 74.50
cs-250 , 15179 , UHKEN        , UEUOHPZ      , BBCCACCCBABBCCAABCCBBCCBBCAACBCAAACBCAABAAACACCABABBCCCBBAABBCBCCCCBCABBACCAABBCABBABAACCABAACCAAAB , B , 42, 57, 1 , 83.50
cs-250 , 17601 , XUYIFKIQ     , DDKSRTB      , BCAAAAACABCBABBCCBACABCBBBBACBBBACABACCBAABACCBAAAABACCCABAACCABCBBACAABBAABBABACABCCBAACAACCABCCCBB, C , 36, 64, 0 , 74.00
cs-250 , 15131 , SGZVGNU      , AZSLLVXXR    , CBCBACAABACABCABAABCBBACABBABCCBB AACAACBBBABCABABBBACBACCCCBBBCBBABACBBAAABBCBCAAAAACCABCACBCBBAABA, C , 31, 68, 1 , 67.00
cs-250 , 10749 , EAHUNTXXGYH  , FNCMP        , CBABABBAAACACAACAAACBAC AAABABBCCBACCCAABBBCBBABCACCAAACCCBCAAACCAAAABABCCCBAACABBBCBBCCCBBAABCCCCCC, C , 31, 68, 1 , 67.00
cs-250 , 10646 , BWBDMJSPS    , HXVVGA       , ACCABACCCBBABCAAACAABABAABBCABBAAAACACCCCBABCAAAAAABCAAAABCCCAABBBABACBABBAACCABABBBABCBBBBBCCBABBBC, C , 36, 64, 0 , 74.00
cs-250 , 18493 , IEDAJ        , YIRKTTN      , CACBABABBBBACBACAAABCBACAABACCBAAACBBCBACACCAACCAABCAAABCBCACACACCBCAABABBCBBBCBCBCBCCACABAACBBAABAA, B , 39, 61, 0 , 78.50
cs-250 , 13647 , LZPSHARIX    , MLGFPZNAJ    , AAAABABAAAA BABBCAABBBBABCBAABABABCCABCCBCCACAACCCBBBCCCBAABCABBBAAAAAAABBCCBACBABAA CCBAAACBABBBBAB, A , 44, 54, 2 , 87.00
cs-250 , 17944 , NCBWQ        , WCDUZ        , BBAABCBC ABBCCABBCACBACBBACACBACCBCCB AACACABCAAACAACCBCCAAAABCBBABCAACBAAABAAABCCAABBACABBAABBBABAC, B , 36, 62, 2 , 75.00
cs-250 , 14196 , VSTEULG      , KXJRVQENT    , BBBBAAACAABABABBCBBBCBCBBABCCACCCAACAABBCCCACBBCAAAAABACBBBABBBBACCCACCBACBABCAABACCCCC ABCBCAABAACB, C , 31, 68, 1 , 67.00
cs-250 , 18069 , LQMBI        , IMUZHSC      , ACABBABBCAC BABCCACBA BBACAACBCBA AABACBBAAABBABCABAABBCBBBBACBCBAACCCCCCCACBABABBBABCCAABAAABACBCAA, C , 33, 64, 3 , 71.00
cs-250 , 11361 , TMJAZ        , OZBURMQ      , ACBAABBBABABABAABABBBBBCAACCBCAAABCACCCBCBCBAACCBBABCCAAACAACACCAACBAABACAAACBABCCACCCBACAAABBCAABCA, B , 37, 63, 0 , 75.50
cs-250 , 13042 , HMXNZA       , CIOTNYV      ,  BCB BCBBACCCAABBBCCABCABABBCCBAACCCBCCBBBABABBAA BCCBBBAABACCAAABCCBBCBCCBBBACBAACCCBBBABCCAABAABBA, C , 30, 67, 3 , 66.50
cs-250 , 11918 , UERVZL       , BBTKM        , ABABABCCAACBCCAAABAABCBCABBCBBAABCBAACACBBBABCACBCAAACCCBBCCABACCACBCBABBCBBCAABBCBACACCCBBBACBACBCA, B , 40, 60, 0 , 80.00
cs-250 , 15391 , HBLJXDMAM    , TZDBGBKOE    , AACCABBAAAAAACACBABC CBCAAABBAB CAACAABBBAAACBCA CCCBBABABBBBBCCBACAACCCBABCAAABACBCCBCABBBCCCBAABCC, B , 39, 58, 3 , 80.00
cs-250 , 10399 , IVFSRGN      , VTFUTP       , BCA BBBCCBAACAAAAAACCBCABACACBCBBCAAAAAAABCAACBAAABCACAACBACBACBBBBCCBAACACABCBBCBABCBACBABAABAACAAA, C , 32, 67, 1 , 68.50
cs-250 , 11065 , IKNPVJXCWWN  , WUDVYZC      , AABCACCABAABBABACAABBBCAAAACBACAABACABCAAAA ACBABBBCBBCCCABAAACCBBAABCBBCCCCAAABBABBBCCBCBCBBBACBCBA, D , 24, 75, 1 , 56.50
cs-250 , 12651 , UGNBCMP      , CBBNKBUM     , CBABBCCCBAAABABCCCCBCCCBBCCAAAABBBBCABBCCCACAB BBCAB CCBBCABBABBACCCBCACACCCCCABCCBBACBBABCACAAABCBB, B , 39, 59, 2 , 79.50
cs-250 , 19684 , NTDJC        , JVXPYMPN     , CACCACCBCBAACBBAABCBBABABACBABACABAACAAABCACCBCCCCAACCBBBABAABCAAACABBBBBCBCBABCBCCBACBAAACAAABCCBCB, B , 38, 62, 0 , 77.00
cs-250 , 11164 , RBMDRMYN     , FSMWKQI      , CACCABBCBABCBCBBAAAAABCCACABBBBBCBAC CCBCBACBABCCBACCAAABABAABCCCAAABBCABBAAACCACCACCACACACAACABBACB, C , 35, 64, 1 , 73.00
cs-250 , 10446 , WAZHZNNAHI   , QBIDTRG      , BCCAACBB ACACAAACBCCACACAAAABBBAACBCBBACAABBCACBBBBBCCCBABCACCBBACACCABBACCBCCAACABCBAAACABBABBAABCA, B , 39, 60, 1 , 79.00
cs-250 , 15767 , FNTRNS       , JKGSZKMNNY   , ABBBBCBCCAACCBACCBBABBBCBAB AABAABACBBBCCBBBBCABCAAAABCCBCABBCBCCBBCACBCCCAAABABBABCABACBBBAAAAACCAA, C , 35, 64, 1 , 73.00
cs-250 , 14307 , OSIGZGCY     , GLGQGNVH     , BBABBACBBBBCABABBCCCABBAAAAACBACCABCBBBCCBBCAABBACABAACBAACCCACAAAACBCBCAAA ACACCCCBCCCCCBBBABBBBBAB, C , 30, 69, 1 , 65.50
cs-250 , 19563 , FSLCBC       , POJNE        , CCABAACABBABBABACCBCCBBCBAABACBCABBBABBCABABABBACA ABBCCAACABBAAACCABBACABCABBCCCAABBBCCACBCABBBCCCA, C , 31, 68, 1 , 67.00
cs-250 , 15019 , GTROKRZ      , QECSZRF      , BCAAABACBBCACCBBACCACBACABBCBACCACCCBCACBAABACCAABCBBACBACAACBA BCBACBABAAAACBBCCABBBCBAAABCBABACABB, C , 35, 64, 1 , 73.00
cs-250 , 18274 , MGVINMRW     , JVCYLPSP     , AAACBCACCBCBCBACCACACAAAAACCBCCBBCACBCCCCBCCBACBAAABACCBBBBABABACA ABB BABCCCACBABAACCAAAABCBAC ABAA, A , 44, 53, 3 , 87.50
cs-250 , 16758 , ISOHXLRAB    , UIZGVH       , CAACACBCCBABBABCBAAABCAABCABABBCBCBBBBBABCBAACACBACBBBCBAAABABACBBCBBAAAABAACBACABBABAACBBBCBCCAACBB, B , 37, 63, 0 , 75.50
cs-250 , 14351 , XTUVUDNA     , GVJOOSYA     , BABCBBBABAAACAAABABBCACCABCBCABACBCACCCABBCBCCBBCCACACBCBCAAACCBACBBABAAACABAACBBABCAABAACAAAABBBAAC, C , 33, 67, 0 , 69.50
cs-250 , 15895 , USGQRTKBY    , BDNPTJBDCA   , ABABBAABBBCAAAAAAAACCACCBBCCBCACBBBCBBCCBCACCBCCBABCAACCCBCABBBACACCCCBBBCCBCBAAACAAACBA ACABACCAABB, C , 32, 67, 1 , 68.50
cs-250 , 11995 , DSUDOCXT     , EHDIWTOQ     , CCCBBCACCBCBBBBCBBBBABCCAACAACCCBCACBABCBABACAABCCBAACBAAAAAABABBBAACAABBBABBCCAACAAABCBB CABACACABA, C , 31, 68, 1 , 67.00
cs-250 , 12950 , ERPQTK       , EQDRQZ       , AACBBCBACABBA ACACCBCCABABBCCABB ABBACBACAABBCACACBCBBBACBCBCBBABCBCACABACBCBBBCBBCBCCABBCACCBACBAAC, C , 32, 66, 2 , 69.00
cs-250 , 14512 , KRUQLVHLH    , OTYDPI       , ABCBBBBBBBBBAABBBCAABCCBBACAAAABCACCBCAABBCCBB ABAACACCABBBCBACBCCABBCBCCBBCCBAACAABCBCCBCBACCCACBBC, B , 38, 61, 1 , 77.50
cs-250 , 12519 , XEGSVUY      , UBNDNCFRG    , ABACBBCCCBABACACAABAACABBCCA CBCCACBBCB CBBCCBACABCACAABBBABBCBBACBCBACCBCCCBBACABCCBABBCBBB CBCACAC, B , 36, 61, 3 , 75.50
cs-250 , 14255 , TDMNTQD      , HZNGNVX      , CCCBABCCABBAACBBCCBCAABCBCACCCBCBABACAABCBCBACBACCBACBCBBAABCAACACBBCACCAACCBCACBCBAACABABACAACCBCCC, D , 28, 72, 0 , 62.00
cs-250 , 14763 , UOZEBO       , XIAIDPSDJ    , ABABBBACAABBBCACABABAABABACCCABBBBCC BCBAACAABCACCACABCABBBAAACACBCBCCABAACBBACBCCACBABAACBBCBAACBAB, C , 30, 69, 1 , 65.50
cs-250 , 16896 , IAYBVE       , IUMHI        , ACCCACACABBAACAABAACBBAAAACCCABBACACACCAAAACCACBBBACCBCACCACBBCBBAACACABBBBACBCBBBABCAABABBCBCCCBCCA, C , 36, 64, 0 , 74.00
cs-250 , 12616 , QETBI        , FTWNEOR      , AB CAACCAACBBCAACCCBCBABBBCBBAC BCCCCBCCCCBACBCCBABABACABCBABAABBAACCAAAABACBBACBCAABBBCACAACBCBBCBA, C , 33, 65, 2 , 70.50
cs-250 , 14077 , EWDNXMHW     , AJBKBRX      , BBBBBCBABBABABACBCCBABABBBCBACAAABACB CCACABAACBCCBBBABA CCAACCBAABBABABBBABBAAACBCCABCBACABCAABCCBB, C , 32, 66, 2 , 69.00
cs-250 , 10646 , MPLLSEJ      , JMTZYW       , CACB ABCBACCBAABBCCACCCBACAAAACBCCCCAABAACCCCCCAACBBAACABBCBACBCCBCBCBCBBCAABABAABCCCCAAACCCABBCBBAB, B , 40, 59, 1 , 80.50
cs-250 , 19998 , ROWIZSGMF    , HNLYHAAG     , CCABACBABBCBBCBCCAC BABBBACCACAAACBCAACACBCCBBACACABCCABBBAAABBCCABBAACCABCBCCABCAACAAACCAACCCCCCBAB, C , 36, 63, 1 , 74.50
cs-250 , 13242 , NAXUXGHPJ    , HEEBRA       , CAACABBACABAACABBBCCCCCABABACCABAACBBCACBAAABAACCCCBCAAABCBABCBCAABCCCBACCABBCAACBACBBACABCCAABBACCA, A , 47, 53, 0 , 90.50
cs-250 , 16092 , BTUWWER      , ZOIKWR       , ACAAA CC ABBBBBBACCABABABCCACACC CAACCCCACBBACAACCBACCABCCBBCBAACBACABCCCBAABABBCCBBCBCCAACACABACABA, B , 38, 59, 3 , 78.50
cs-250 , 18435 , QGAITZLNC    , HKNCITOK     , ABCAACBAABCAABBACBBCBBAABBAABBCACAABAACBBCCACAAACBBCBCACACABCBCBACBBBBBBCBCAACAAAABBCBBBACCCACCCAACB, C , 33, 67, 0 , 69.50
cs-250 , 16603 , HMSMKJEN     , YGSAOYJ      , CCCAABBAABCAAAACCCCBCABBBAAABABBBABBACCABAACCBAABBACAABCCCACCCCBCBCAAAABCCBCBCABCACCCCBBCBBBACCCBCAB, C , 36, 64, 0 , 74.00
cs-250 , 17135 , OSPPYUIAJ    , GDYOAJT      , AABCBAAAAABCBBACAABCBACBACCAACABACBAACCBCBAACBABCCAABAACCCBBABCABBCCCCABABCCCAABCABBCAABCCBAAABABBCC, B , 37, 63, 0 , 75.50
cs-250 , 13695 , ZOSHBSE      , YDPNYXP      , CACABACCCAAABCBBABBBBBABAACCCCACAABCBCAAAABABABAAABBBCAACCBACCBBBCAAABCBCABABCCCAABACAAABBAAA AAAABC, C , 33, 66, 1 , 70.00
cs-250 , 18281 , TDWMUBDTC    , FUEWXZ       , BBCCAAABBBCABBACAA ACBBBAAACACACBBBAAACCBBAAAAABCAACAAABCABBBBACAABCBABBBACCAABBBCCBCBACBBABBABBBACA, B , 40, 59, 1 , 80.50
cs-250 , 12523 , EMTCPOUV     , GDSLTD       , ABBBBCABBBBAA BCBCAAAAAABCACAACAABACCCCBCAACCBAACACCBBBCABBBACABAAAACACBCBCBBABCAACCBAACAACABAABBBB , C , 32, 66, 2 , 69.00
cs-250 , 10404 , GNGMUFCO     , TKIQKKFABU   , CCAABCABCAAAAABAAABBCCCCACCCCBBCCBCCCAAACCCBBAABBBBABBACCABAABACAAABCBCBCABAABBBBCACABABCCBAABCBACBC, D , 29, 71, 0 , 63.50
cs-250 , 11511 , ZANSPVM      , UIXXGIFS     , ACCAACCBBBAABABCAACBCCABBCACBCACABBBCBCCBABAABBBCACBCACCBABAABAACCABBCAACBCBBBCAACACCACBBBBBCCCBAABC, C , 36, 64, 0 , 74.00
cs-250 , 13988 , PFKFMPXF     , TFLVSJLL     , CCBCACABBAAACBACCAAABAABBABAAAAACCAAAAABBCACCACBACACACBCCAAABBCBACCABBBBBCAABCBABBAACCCBAACACACCBCAA, B , 37, 63, 0 , 75.50
cs-250 , 14335 , TQNCK        , VIQYGGSGZW   , BBBBAACAAABBAAACCCABCCBBBBCCCCCAACBAABCCCBAACBCABCACABCBBBAABBBACCBBCACBBACACCCCACAABBCABACBACAACCBC, C , 33, 67, 0 , 69.50
cs-250 , 19599 , OTXGCMRBF    , MMCNLWAT     , AACCBCCBCBBCBBBCABBAAACABACCACABCBBABCCCABACBABCACBABBCCCACCCBCAABCCAACBACBBCAAACBCCBCCABCABBAAAC AA, C , 31, 68, 1 , 67.00
cs-250 , 18986 , YLVMLXZ      , QREDYT       , BACCBCCBAABCBCBABBBBCAABAAACCBAB ACABACBABAABBABBAACBACABCABCBCBACCBCAAAAABBCBAACAAACCAACBAABCCAABCA, B , 37, 62, 1 , 76.00
cs-250 , 18309 , OOWJZPM      , SCVIWOI      , BBA ABCCCBABAAAAABBBBBABACCABCACBACCBCBCCABCCBCBCABCABCCBBBBACBBCAABBAABABABBCBCCBCBBCCBBACCCABAAABC, C , 32, 67, 1 , 68.50
cs-250 , 13953 , USATDSZ      , HGMZQVXYZ    , B ABABBABACBCCAACABCCACAACBABCAACBBBABABCABACBACBAABCAAACCBABACBBAAACBACCBCBBAACABBBBBAACBCBCBCCABBA, B , 38, 61, 1 , 77.50
cs-250 , 18218 , HOYVBMPRZE   , EWZZJIQ      , BBBBABCCBABBAAAAABCCCABBACBBCBBCAABBBABBBBCBABAAAACAAAAACABCABCABBBBBAABBABABBBCBCAABBBBCBBABCCBBBCB, C , 33, 67, 0 , 69.50
cs-250 , 12115 , POGACXWPG    , NYHOLLZ      , CABBAAABABCBBBBBCBCCBCCBACBBBABACCBABCAABACBBBCBACBABBBBCBCBBBBCACAACCCBCBAACCBABACBBAAAACBBCCCACCBA, B , 41, 59, 0 , 81.50
cs-250 , 15415 , HLVNPWJ      , CZQWPCTMBY   , ABCBBBCBBACBCCBAACBCAABAACABBAABACBCABCCACBAAACBCACCAAABBAAACBABBCBBABBCACCBAACBBBAAAABCBBBAACCABAAB, C , 36, 64, 0 , 74.00
cs-250 , 17247 , AGODIH       , JGQMP        , ACCBAACBCABBBBBBAABABCABBBAC BCACBCABCABCCAACAABCBABACBCCCCBBABCBBBBABBBBCABCACCACBCACBCCCCCAACBAABC, C , 31, 68, 1 , 67.00
cs-250 , 14975 , JALCSWGJ     , TAIOUCU      , CBAAAAABAABCCABABBACCAAAAABAAACBBCACCABCBCBBCAAACACBBACBABACBABCCCCAABABAAAACBBBABBABCCBABBCCAAAAACA, B , 42, 58, 0 , 83.00
cs-250 , 15578 , MFKXHF       , HIASON       , CBABBCAAABBACBBACABABACAAABBACAAAABCBABCBBACAACACCBBAAAACABCBBACBABABACBACAACBACCBCBBCCBACCCCABCBABB, C , 35, 65, 0 , 72.50
cs-250 , 17349 , RWQNTARBS    , QBSXXOCO     , BBBBBCCBAAACAABACCACCBABBCCBCBCABCBCBACAABBCABAACCBCACBAAABBCCCBBAAABACCAABBCBCABABAAABCAAAABBBBCBCA, D , 27, 73, 0 , 60.50
cs-250 , 13467 , VNQHAIWY     , YKWKPC       , BABCBCAAABCABCACCCBCBCAAACBCCCCBCCBBBBCCCBBAABACBABBACAABBBBCCACBCCACCCCCCCAACBCBCCAABCACCAAABCACBBC, C , 30, 70, 0 , 65.00
cs-250 , 13445 , XAARTQI      , CVJBMDDC     , ACBAAAABCAAACABAAAAACCBBABBACCCCBBBBAAAAAABBBCBCCBCBBACBBBACBCBCCBCABABBBBBCCBABAABBACCAAAAACABCCCAA, B , 43, 57, 0 , 84.50
cs-250 , 11046 , YZFHN        , QQPJW        , ABACBABAAABBABACBCAABCBAABAACAACBCACBBCAAABCCBBBBBCACCBBCCACAAAABBBABBCCCBABBABBCCBBACABBBBCBAACCBAA, B , 37, 63, 0 , 75.50
cs-250 , 13195 , GZEBG        , CYODL        , BBABBABBABAACCAACCBABBBCBBCACBABBCCBCACBBCBAAAAACABBCACAABCAAABBCCCBABBCCAAACABCABCBBCCACACBBCBBAAA , C , 34, 65, 1 , 71.50
cs-250 , 17138 , TXZPXK       , HMEXFL       , BCCCACBBABBBCAABBACCBBABBBBCABBCABAACBBCCAAAABBBBCBCBBA CABBACABBABCCABB AACACBBCBCACCACBBACCBCAABCA, C , 35, 63, 2 , 73.50
cs-250 , 18793 , EHSWBKZ      , ZVIMFILTSS   , BABCBBCACACBCBABABABABCBBACABCCCBACCCCCC A BBABC BCBCBCAAAAACBCBCABCBBCBACCBACBCCAABCCBACBBCBACCBCBA, C , 31, 66, 3 , 68.00
cs-250 , 10880 , HTFHC        , KZVSH        , BBCBBBBABABAAAACAACBBCBBBBBCBBCCBBBBCBCABBACCBACBCCBAABBABCCCCCBCAACBABACBACBBCBCAABACBCCACCAABBABBB, B , 37, 63, 0 , 75.50
cs-250 , 17162 , IYEOTN       , BSQXT        , ACBCACAABBBABAABABCCCACABAAABABBCBABBABCCACCCABACCCABBACAABCCCCBBCABAAACBCABBCACBCAABAACBCCBCCBBACAC, C , 33, 67, 0 , 69.50
cs-250 , 13212 , HNAQM        , UDASBHVNOI   , CCCABABCBB BBABBCCCBAABAABBBBBACBAABBACCCA CCBBCBBCCBCCBCCCC BAACBCCBBACCCAACBCACACCBCBABCAAACAAAAAA, C , 29, 68, 3 , 65.00
cs-250 , 12112 , PMOQOYZ      , DXEHNTYZTB   , CBBABCAABBACCBAAACCBCCACBCACAABCAABCCACCCBCABCA CBBB BCBACBCBCCBAABCACBCBBBABCABBACAAABBAAAACBABABBC, C , 33, 65, 2 , 70.50
cs-250 , 10505 , PAJCSCWQS    , KJCDQC       , AABCAAABABBCAABAABCBABBCBCCBABBCCBBBBACCBBBCABCBBBACACBBAACABABABBBBBBACABBB AACAAACBAACBCAAAABCAABA, B , 40, 59, 1 , 80.50
cs-250 , 16017 , MAWDSEFB     , GDYRQU       , ABCBAABAABCAACAACCCCBCAABAAABAAACA AAAABABCCCAAABBBCCCBABACCABCABBCBAACACBBCAACACBB BBCCAACCBACCABAA, B , 37, 61, 2 , 76.50
cs-250 , 19108 , QKIEHTTJ     , TAQVYQ       , CAACBABAAACACCACCCACBBBABCCACCCABA BBBCCBBBBABCABBACCABAA BCBCBCBBCAAAACCBCCACAACBCCBACCACCCACCABBAC, B , 38, 60, 2 , 78.00
cs-250 , 13772 , KJLMVRVY     , YGFVQXT      , BCBBBCABBBCBCABAABBCAACABCCCCAACBBABBABBACCBACAAACBCBBCCBCACAABCBAAACBABBBAAACCABBBBCBBCACCBBBCAAAAA, C , 31, 69, 0 , 66.50
cs-250 , 17150 , BFGPODBW     , VIUXPE       , AAABAAABCBBBCA CACACCABCACCCCBCCCCABCCCBCCBBBCBCCBCAAABCBCBAACCBABBACCAABCACCBBABABCBBAABBBAAABBAACB, D , 27, 72, 1 , 61.00
cs-250 , 18200 , WBSJDPW      , RHQIXKEJ     , AABBABABCACCBBBCAAACBBCAAACCBABCACBBACCBBAACBCCAAAA CBBCBBCAABBBCACCCBCCABBAAACCCBCCCBBCCABABACCBCBB, D , 25, 74, 1 , 58.00
cs-250 , 12904 , ZQWBZ        , SLHATA       , CABAABBCCBACAABABBABBBABBCCCABAAAABBACCBBCBCAACBCBABAABABABACBCACCABABACCBABACBAAAACBBBC CBACBCCBBAA, B , 37, 62, 1 , 76.00
cs-250 , 18637 , RZCHAMFH     , AFUVHAFEOX   , BCACACCCBABCBABCBACAAACAAABCBABCAABBCABCAABACBB CBBCBBCAACACACAACCABABCBBCCCAAACACCBAABBBCCBCABABABB, C , 31, 68, 1 , 67.00
cs-250 , 19307 , JVZHQEZZU    , RPCLUEOEH    , CBCCABCBBBCBBBAAACBCCBBCABABB BABACABBBACCAAAACABACAABABBBABAAABBBCABACACACBACCBCBBABACCAACAAACAACAC, C , 30, 69, 1 , 65.50
cs-250 , 18302 , BOPBDO       , BEVWWB       , CBBBBAABBBBBCCABCBCAAABAACABB CAAC ACCBCCACAACABCAAACCABABACACBCCCBACBAACCCCBABBCBBCCCCAACBBACABAACB, B , 36, 62, 2 , 75.00
cs-250 , 14707 , ZHVDQZU      , YNZWFSVNVX   , BAAABBBBBACABBACABCABCACBBBAAACBBBBAAAABACABBCC ABCACABCCABBCCBCCCBAABBCBBBAABABCCAACBBCABBCBBBACACB, B , 39, 60, 1 , 79.00
cs-250 , 16522 , BGFTV        , GJSBQYJEAGY  , BACBACACBABACCBCBCBCCCCBACCBCABBBBBAAABCACCCACAABAACABCCBABBCBBAAABCBBCACBCA CCAB ACBBABBBCABCBCCAAB, B , 37, 61, 2 , 76.50
cs-250 , 18446 , OHMBPIY      , LNUOYV       , CCBBABCBBBACAABAAAAACCBBABCCBCCBBAACBBABBCBACBBACCCABCABABBBCBCCACCBCBCABBCBCCBBBCBCACBBCCCCCBABAABC, F , 23, 77, 0 , 54.50
cs-250 , 14933 , UMQOVMKI     , HZRUFMIT     , CBCCACBCBBAACBBBACCAABBCACABBCBCCBBACCABABAAAABCCCAACABBBBBCCBAAAACCCCAABABCBCC CCCABBABCAAACCBAAAAC, B , 39, 60, 1 , 79.00
cs-250 , 10905 , BJSIYFG      , HXGVVZX      , CBBBABBBBB CCCBCBBAAABBAAAABAAACCACACABABACABBBBBCAAABBBCAABBBBBAACBBBBBAAABCA CBBBCBAAACAAABCABCBBC, C , 31, 67, 2 , 67.50
cs-250 , 10289 , WJKXZYC      , CXPAMF       , BBCAAACCBACACCBABBBCBBBABCACCBABBBACCCAAABBABBAABBABCBCCABCAACBBCBCCCAAABCCAABCCABBBBBCABACCCBCACABC, C , 34, 66, 0 , 71.00
cs-250 , 13054 , MJAUKHMC     , NRPKVPXMA    , BAAAABBBBBBACCABCABCBCACACCCBBAABBABCAABCCAABACCBCCCCCCABBACBAAAABCCBBCAABCABCBACCCBCCBACCBCCCACABBC, C , 36, 64, 0 , 74.00
cs-250 , 15036 , QQDGCGUS     , JYUWPYFSDTG  , ABACABBACABBACAACBABABBCBBCAACBAAACCCBCAABCBBACBACCBACBBACACAAABBAACAABCBBABBAABBBCBCCCABCCAAACCBBAC, B , 41, 59, 0 , 81.50
cs-250 , 11107 , BWAHONF      , PZNMLPMQ     , CBCBAABCBABCABBACBACAACBAACCABCAABCABCCABAA AABBBACBCACBABCCCCAAA ACBACBCAAABB ABCCABCBCBABCBCCCCABB, B , 37, 60, 3 , 77.00
cs-250 , 10667 , GYFSWLHJOL   , JNEGVWOB     , AACBACABBACAABACCCBAAABBAABABABBCABBACBCBACBCAB CBCBACAAAACCCCAABBCBBBBCCACCBABAAAABBCBCCCBCBBBCBCAB, B , 40, 59, 1 , 80.50
cs-250 , 11884 , ZHPZLNP      , LVWOPU       , AACBABABBACBCABCABACBCCBBCBBCAABBBAACBCAAACBACCBBACBABCBBABCAABCACABCABABBACAACAABAA ACACCCACBAABCBC, B , 40, 59, 1 , 80.50
cs-250 , 18670 , BJHFLTAR     , PUYKFNIMEL   , CBCCBAABBBACAAABACBBCACBBACCAABACCACBACACBBCCBBACCABAAAAAABABBAACAAABBCCABBACBBAACBCBCCAAACAAAABBCCB, D , 25, 75, 0 , 57.50
